judul-jurnal,abstrak-jurnal,kategori
Pengolahan Citra Berbasis Deteksi Tepi Prewitt Pada Gambar Gigi Manusia,Gambar gigi adalah salah satu jenis citra yang penting dalam dunia kesehatan yang digunakan untuk mengidentifikasi berbagai penyakit dan kerusakan yang terjadi pada gigi Permasalahan yang terjadi adalah tidak semua gambar tersebut berkualitas baik sehingga diperlukan adanya perbaikan citra untuk mengatasi permasalahan tersebutOperasi pengolahan citra adalah operasi yang dilakukan untuk mentransformasikan suatu citra menjadi citra lain Berdasarkan tujuan transformasi operasi pengolahan citra dikategorikan sebagai berikut Peningkatan Kualitas Citra Image Encachement dan Pemulihan Citra Image Restoration Pada proses Image Enhancement kulitas citra dari deraunoise diperbaiki sehingga mudah diintrepertasikan oleh manusia ataupun mesin Salah satu contoh dari noise adalah citra kabur blur Algoritma Prewitt yaitu konversi citra true color ke grayscale  Prewitt  Prewitt Gradien Magnitudo lalu perhitungan MSE dan PSNR Dari perhitungan MSE dan PSNR dapat kita simpulkan bahwa algoritma Prewitt menghasilkan MSE dan PSNR yang berbeda beda untuk setiap kasus dimana tingkat MSE dan PSNR digunakan untuk mengukur kualitas citra,0
Identifikasi Kualitas Beras dengan Citra Digital,Beras merupakan makanan pokok yang paling banyak di konsumsi oleh masyarakat Indonesia Namun harga beras di pasaran justru semakin melonjak sehingga banyak beredar beras yang memiliki kualitas kurang baik Oleh karena itu perlu adanya standar kualitas mutu dari pihak gudang beras saat mendistribusikan beras ke pasaran Standar pengujian kualitas dari pihak Bulog terdapat dua tahap yaitu uji laboratorium dan uji visual Namun pengujian secara visual selama ini masih dilakukan secara manual sehingga masih sering terjadi kesalahan karena terbatasnya penglihatan manusia dan subjektivitas penguji Oleh karena itu sistem pengujian secara visual dengan citra digital dapat menjadi solusi yang efektif untuk permasalahan tersebut Proses pengujian dapat dilihat dari nilai putih nilai bersih dan nilai utuh beras yang diakuisisi melalui pengolahan citra digital Proses akuisisi nilai bersih dan putih dilakukan dengan menganalisis nilai HSV Hue Saturation Value sedangkan nilai utuh dilakukan dengan menganalisis luas region area objek Sebelumnya dilakukan training terhadap data untuk mendapatkan decision tree dengan model ID Iterative Dichotomiser Tree Data yang telah diakuisisi kemudian diklasifikasi ke dalam kelas yaitu baik kurang dan buruk dengan menggunankan aturan dari decision tree yang dihasilkan pada proses training Hasil pengujian dengan metode kfold cross validation dengan  didapatkan akurasi sebesar,0
PENGOLAHAN CITRA DIGITAL DENGAN TRANSFORMASI WAVELET DOUBECHIS,Citra merupakan dimensi spatial berisi informasi warna dan tidak bergantung waktu Transformasi citra merupakan proses perubahan bentuk citra untuk mendapatkan suatu informasi tertentu fiture yang tidak tersedia sebelumnya salah satunya adalah transformasi wavelet Wavelet merupakan fungsi matematis yang mampu mengelompokkan energi citra terkosentrasi pada sekelompok kecil koefisien sedangkan kelompok koefisien lainnya hanya mengandung sedikit energi yang dapat dihilangkan Penelitian ini bertujuan untuk meneliti tingkat keakuratan informasi hasil transformasi pada citra menggunakan jenis wavelet Daubechies Hasil pengujian dapat dilihat bahwa transformasi citra dengan wavelet Daubechies semakin tinggi level dekomposisi maka citra yang dihasilkan semakin akurat,0
DETEKSI PENYAKIT KEPALA PERMANEN MELALUI SKETSA FIGUR MANUSIA MENGGUNAKAN PENGOLAHAN CITRA DIGITAL,Sketsa figur manusia merupakan potret diri secara psikologi kepribadian maupun psikologi klinis Secara psikologi klinis sketsa figur manusia digunakan untuk mendeteksi berbagai macam gangguan kesehatan salah satunya adalah penyakit kepala permanen,0
PERBANDINGAN EKSTRAKSI CIRI PADA DATA MAMMOGRAM UNTUK IDENTIFIKASI MIKROKALSIFIKASI,Salah satu cara untuk mendeteksi ada tidaknya kanker pada payudara adalah dengan mammografi Pada penelitian ini dilakukan pengenalan pola dengan klasifikasi massa jinak dan ganas pada data mammogram Namun data mammogram memiliki noise dan struktur patologis yang tidak teratur sehingga perlu dilakukan pengolahan citra terlebih dahulu Tahapan pengolahan citra yang dilakukan antara lain preprocessing segmentasi dan ekstraksi ciri Pada tahap preprocessing dilakukan perbaikan kualitas citra dengan operasi CLAHE Contrast Limited Adaptive Histogram equalization dan tahap segmentasi dilakukan dengan metode OTSU Sedangkan tahap ekstraksi ciri ada metode yang diperbandingkan yaitu Discreate Wavelet Transformation DWT Gray Level Cooccurance Matrix GLCM dan Gabor Wavelet GW Setelah pengolahan citra dilakukan tahap selanjutnya adalah pengenalan pola dengan klasifikasi menggunakan metode Jaringan Syaraf Tiruan JSTLavenberg Marquard LM Dari uji coba yang telah dilakukan dengan klasifikasi JST hasil terbaik dari testing dengan data training diperoleh pada data mammogram dengan ekstraksi ciri menggunakan Gabor Wavelet Sedangkan testing dengan data testing menunjukkan hasil yang tidak stabil Hal ini dikarenakan adanya diversifikasi data yang besar baik pada ukuran mau pun struktur patologis dari mammary,0
IMPLEMENTASI JARINGAN SYARAF TIRUAN BACKPROPAGATION SEBAGAI SISTEM PENGENALAN CITRA DAGING BABI DAN CITRA DAGING SAPI,Jaringan Syaraf Tiruan JST merupakan salah satu teknik klasifikasi yang cukup handal dikarenakan kemampuannya dalam memprediksi ataupun mengenali suatu citraJST mampu belajar dari data yang dilatihkan kepadanyaOleh karena itu penelitian ini membahas tentang sistem pengenalan citra daging babi dalam upaya mengenali citra daging babidan citra daging sapiPenelitian ini memanfaatkan sensitivitas dari JST backpropagation dan pengolahan citra digital dengan Principal Component AnalysisPCA sebagai pengekstraksi ciri dari sebuah citraHasil pengujian menunjukkan bahwa dengan adanya variasi jumlah neuron hidden layerdan learning ratedalam arsitektur JST untuk mendapatkan arsitektur jaringan yang optimal Dari hasil pengujian diperoleh recognition rate dengan parameter arsitektur jaringan learning rate jumlah neuron hidden layer target eror dan jumlah epoh,0
DESAIN DAN SIMULASI ARITHMETIC LOGIC UNIT DENGAN VHDL UNTUK PROCESSOR ELEMENT RISC ARSITEKTUR PARALEL PENGOLAHAN CITRA LAPCAM,Sebuah konsep baru arsitektur paralel untuk pengolahan citra LAPCAM Linear Array of Processor with Content Addressable Memory sedang dikembangkan LAPCAM terdiri dari tiga komponen utama yaitu Processor Element PE Memori MAM dan Jaringan interkoneksi OAC Arsitektur LAPCAM mempunyai feature yang optimal antara jumlah Processor Element PE dan kecepatan eksekusi Selain itu LAPCAM mempunyai jenis memori dan jaringan interkoneksi yang baru MAM Multimode Access Memory dan OAC Orthogonal Addressable Crossbar Element yang unik ini menjadikan LAPCAM sebagai suatu arsitektur paralel yang optimal untuk berbagai macam permasalahan pengolahan citra Dalam tulisan ini akan dikupas secara rinci disain dari sebuah Arithmetic Logic Unit ALU yang merupakan bagian terpenting dari Processor Element PE dengan menggunakan VHSIC Hardware Description Language VHDL Simulasi akan dikerjakan menggunakan Software Maxplus II dari ALTERA Dari hasil simulasi diperlihatkan bahwa keluaran WRC dan WRZ hanya akan aktif pada instruksiinstruksi ADD dan SUB saja,0
PENGEMBANGAN PERANGKAT LUNAK APLIKASI KOREKSI LEMBAR JAWAB BERBASIS PENGOLAHAN CITRA DI SMK NU HASYIM ASY’ARI TARUB DAN SMKN 1 ADIWERNA,Penelitian Tugas Akhir Skripsi ini bertujuan untuk mengembangkan dan mengetahui kelayakan perangkat lunak aplikasi pada Program Keahlian Teknik Kendaraan Ringan di SMK NU Hasyim Asyari Tarub dan SMKN Adiwerna Kabupaten Tegal Metode penelitian yang digunakan adalah metode penelitian dan pengembangan ADDIE yang dikemukakan oleh William dan Diana yaitu Analysis Design Development Implementation dan Evaluation Pada langkah development difokuskan pada pengembangan perangkat lunak aplikasi koreksi lembar jawab berbasis pengolahan citra menggunakan teknik grayscale tresholding dan cropping yang didasarkan pada kaidah rekayasa perangkat lunak The Linear Sequential Model yaitu analysis design code dan test Pada langkah implementation hasil pengembangan produk diimplementasikan dengan melibatkan responden guru program keahlian Teknik Kendaraan Ringan di SMK NU Hasyim Asyari Tarub dan SMKN Adiwerna Kabupaten Tegal Hasil penilaian diketahui bahwa kelayakan aplikasi ditinjau pada Aspek correctness mendapatkan jumlah rerata skor dengan kategori sangat baik Aspek integrity mendapatkan jumlah rerata skor dengan kategori sangat baik Aspek reliability mendapatkan jumlah rerata skor dengan kategori sangat baik Aspek usability mendapatkan jumlah rerata skor dengan kategori sangat baik Total penilaian semua aspek mendapatkan jumlah skor rerata dengan kategori sangat baik sehingga perangkat lunak aplikasi ini layak digunakan di SMK NU Hasyim Asyari Tarub dan SMKN Adiwerna,0
ANALISIS ENKRIPSI CITRA DIGITAL MENGGUNAKAN ALGORITMA LOGISTIC MAP DENGAN ALGORITMA KOMPRESI LAMPEL-ZIV-WELCH (LZW),Penggunaan data berupa file citra sudah semakin luas diberbagai bidang Oleh karena itu pengamanan terhadap file citra dari akses orangorang yang tidak berhak menjadi hal yang penting Berbagai macam teknik untuk mengamankan data atau informasi telah banyak dikembangkan salah satunya adalah teknik kriptografi Selain dari segi keamanan yang perlu diperhatikan jika bekerja dengan file citra adalah ukuran file yang dominan besar Teknik kriptografi dan teknik kompresi menjadi hal penting didalam pengolahan citra Algoritma Logistic Map merupakan algoritma berbasis Chaos yang mempunyai sensitivitas yang dapat diandalkan didalam mengenkripsi citra Lempel Ziv Welch merupakan algoritma kompresi yang bersifat loseless yang dapat mengkompresi citra tanpa ada kehilangan unsur pixel didalamnya atau citra hasil kompresi identik dengan citra aslinya Citra akan di enkripsi terlebih dahulu baru kemudian dilakukan teknik kompresi dengan algoritma Lempel Ziv Welch Hasil kompresi yang dihasilkan tidak lagi dalam bentuk gambar tetapi dalam bentuk file dengan ekstensi mat Perbedaan format file dari citra menjadi file yang bukan citra dapat membantu menghindari perhatian kriptanalisis,0
Penerapan Laptop-based Robot Sebagai Pramusaji Restoran,Penelitian ini bertujuan untuk menghasilkan sebuah purwarupa robot pramusaji restoran dengan metode pengolahan citra Robot berbasis visual akan menggantikan penggunaan sensor infra merah melalui penggunaan sebuah kamera untuk mengikuti alur garis tertentu Karena pengolahan citra yang bersifat kompleks pemrosesan citra akan menggunakan laptop laptopbased robot Perangkat lunak MATLAB yang terinstal pada laptop akan digunakan untuk memproses citra Berdasarkan hasil pememrosesan MATLAB sebuah mikrokontroler digunakan sebagai pengontrol navigasi robot Robot ini didesain agar dapat mengenali meja pelanggan sesuai dengan input dari operator Metode penelitian yang digunakan pada robot visi ini adalah penentuan nilai tengah centroid pada lintasan yang tertangkap kamera Mekanika robot didesain menggunakan pipa PVC yang memiliki keuntungan dalam hal kemudahan dalam merekonstruksi dan memiliki bobot yang ringan Berdasarkan hasil percobaan diperoleh hasil bahwa robot dapat mengikuti garis dan mengenali meja yang dituju Namun demikian pergerakan robot masih perlu diperbaiki terutama dalam kecepatan pergerakan atau navigasi robot,0
PERANCANGAN MODEL PENGUKURAN JARAK MENGGUNAKAN COMPUTER-AIDEDPADA KONTROL KUALITAS ULTRASONOGRAFI,Penelitian ini bertujuan untuk melakukan uji kualitas USG dengan melakukan komputasi penghitungan jarak pada citra USG dan melakukan analisis pengukuran jarak Perancangan dan implementasi penelelitian ini menggunakan metode pengolahan citra digital untuk melakukan komputasi dan melakukan analisis pengukuran Nilai citra dilakukan variasi attenuasi TGC dan depth Pada variasi depth kedalaman ratarata jarak real pada phantom USG adalah cm ratarata nilai akurasi jarak vertikal yang diperoleh pada citra adalah cm sehingga nilai kesalahan untuk akurasi jarak vertikal adalah cm atau mm atau dan ratarata nilai akurasi jarak horizontal yang diperoleh citra adalah  atau mm atau dari jarak yang sebenarnya Untuk variasi atenuasi ratarata akurasi jarak vertikal yang diperoleh citra adalah cm sehingga nilai kesalahan jarak vertikal cm atau mm atau nilai ratarata jarak horizontal yang diperoleh adalah cm sehingga nilai kesalahan jarak horizontal adalah cm atau mm atau nilai akurasi jarak vertikal yang diperoleh citra yaitu cm sehingga nilai kesalahan jarak vertikal adalah cm atau mm atau dari jarak sebenarnya Dari hasil semua komponen uji menunjukkan bahwa USG yang diuji memenuhi kualifikasi kriteria The American Association of Physicists in Medicine AAPM,0
APLIKASI PENGOLAHAN CITRA DIGITAL UNTUK PENDETEKSI JAWABAN PADA LEMBAR JAWABAN KOMPUTER MENGGUNAKAN ALGORITMA SOBEL (STUDI KASUS SMP NEGERI 2 KOTA BENGKULU),Lembar Jawaban Komputer LJK merupakan lembar jawaban yang digunakan untuk melakukan ujian secara tertulis Pemeriksaan LJK harus menggunakan alat scanner khusus mengingat harga scanner sangat mahal maka penulis bermaksud untuk membangun aplikasi pengolahan citra digital untuk mendeteksi jawaban pada lembar jawaban komputer menggunakan Algoritma Sobel Metode Sobel merupakan pengembangan metode Robert dengan menggunakan filter HPF High Pass Filter yang diberi satu angka nol penyangga Kelebihan dari metode Sobel ini adalah kemampuan untuk mengurangi noise sebelum melakukan perhitungan deteksi tepi Penulis mengubah data citra LJK menjadi bentuk deteksi tepi sobel untuk mempermudah mendeteksi jawaban pada LJK Hasil deteksi jawaban pada LJK akan dilakukan pencocokkan dengan data kunci jawaban untuk memperoleh skor nilai Selain itu laporan nilai siswa dapat ditampilkan secara otomatis menggunakan Fastreport Aplikasi ini dibangun menggunakan bahasa pemrograman Delphidan metode pengembangan sistem pada aplikasi ini menggunakan metodeWaterfallSedangkan metode untuk perancangan sistem penulis menggunakanUnified Modeling Language UML Hasil akhir dari penelitian ini adalah terciptanya suatu aplikasi pendeteksi jawaban pada LJK yang dapatdigunakanmelakukan pengoreksian LJK,0
Sistem Parkir Berbasis RFID dan Pengenalan Citra Pelat Nomor Kendaraan,Waktu yang lama saat pencatatan pelat nomor kendaraan secara manual di sistem parkir menimbulkan antrian Penelitian ini mengembangkan sistem parkir otomatis berbasis RFID dan pengolahan citra pelat nomor kendaraan Autentikasi menggunakan kamera untuk pengambil gambar pelat nomor dan Arduino Uno sebagai kontroler untuk pembaca RFID pemberi umpan balik dan pembuka gerbang Sistem akan membandingkan karakter citra dan RFID pada database untuk menentukan izin penggunaan kendaraan Pengolahan citra menggunakan metode analisis kontur dan memiliki akurasi sebesar di jarak cm dan kecepatan baca milidetik Sistem telah dapat bekerja untuk secara otomatis membuka dan menutup gerbang berdasarkan kecocokan kartu RFID dan pelat kendaraan,0
Penerapan Metode Jaringan Saraf Tiruan Sebagai Deteksi Kelainan Lemak Darah Pada Citra Hasil Pemeriksaan Darah Lengkap,Berdasarkan berbagai penelitian epidemiologik dinyatakan bahwa zat lemak darah adalah faktor risiko utama timbulnya atherosklerosis yang mengarah kepada Penyakit Jantung Koroner Pada pasien dengan kelainan lemak darah sel darah merah mengalami deformabilitas sehingga bentuknya lebih pipih daripada sel darah merah normal yang berbentuk bulat Penelitian berjudul Penerapan Metode Jaringan Saraf Tiruan Sebagai Deteksi Kelainan Lemak Darah Pada Citra Hasil Pemeriksaan Darah Lengkap ini dilakukan untuk membantu mempermudah pemeriksaan laboratorium Dengan penelitian ini diharap mampu memberikan deteksi dini yang tepat untuk mendukung diagnosis ahli Penelitian ini terdiri atas dua tahap Tahap pertama yaitu pengolahan citra digital untuk mendapatkan fitur area perimeter dan eccentricity Ketiga fitur tersebut akan digunakan sebagai masukan pada program Jaringan Saraf Tiruan Backpropagation sebagai tahap kedua Pada tahap ini dilakukan pendeteksian kelainan lemak darah dari fitur yang telah didapat dari pengolahan citra Akurasi pada deteksi kelainan lemak darah dengan JST Backpropagation adalah sebesar,0
PENDUGAAN KONSENTRASI KLOROFIL-A DARI CITRA SATELIT LANDSAT 8 DI PERAIRAN KOTA JAYAPURA,Penelitian ini bertujuan untuk menduga dan menganalisis konsentrasi klorofila dari citra datelit Landsat di perairan Kota Jayapura Provinsi Papua dan mengkaji tingkat akurasinya dengan nilai klorofila hasil pengujian laboratorium Penelitian ini telah menghasilkan algoritma untuk pendugaan konsentrasi klorofila dari citra satelit Landsat untuk perairan Kota Jayapura dalam bentuk persamaan polynomial orde dengan menggunakan kombinasi rasio band dan dengan tingkat akurasi Konsentrasi klorofila di perairan Kota Jayapura dari citra satelit Landsat berkisar antara mgm dimana perairan pesisir cenderung memiliki konsentrasi klorofila yang lebih tinggi dibandingkan perairan lepas pantai Hasil uji akurasi menunjukkan bahwa konsentrasi klorofila citra satelit akurat dengan RMSE yang kecil yaitu Sedangkan dari hasil ujit dapat diketahui bahwa konsentrasi klorofila dari hasil pengolahan citra satelit dan hasil analisis laboratorium relatif sama dengan nilai signifikan,0
